ID	name	sect	type	target	fire	damage	fireType	range	ap	mp	rSkill	rMap	add1	add2	anim	audio	book	description	w	h	r	speed	cd	dmgt	combo	color						
莲座九旋刀	莲座九旋刀	宝相寺	刀	对手	3	2D4	点	32	3	6	刀法D1	无D0	臂力D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
五虎断门刀	五虎断门刀	新门派	刀	对手	3	2D4	点	32	3	6	刀法D1	无D0	臂力D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
癫狂劈风刀	癫狂劈风刀	新门派	刀	对手	3	2D4	点	32	3	6	刀法D1	无D0	臂力D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
飞电奔雷刀	飞电奔雷刀	新门派	刀	对手	3	2D4	点	32	3	6	刀法D1	无D0	臂力D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
中平剑	中平剑	基本	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
竹声剑	竹声剑	丐帮	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
达摩剑	达摩剑	少林寺	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
柔云剑	柔云剑	武当派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
神门十三剑	神门十三剑	武当派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
太极剑	太极剑	武当派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
真武七截剑	真武七截剑	武当派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
越女剑	越女剑	峨嵋派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
芙蓉剑	芙蓉剑	峨嵋派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
峨嵋紫英剑	峨嵋紫英剑	峨嵋派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
幻影无形剑	幻影无形剑	峨嵋派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
华山剑	华山剑	华山派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
太岳三清峰	太岳三清峰	华山派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
夺命三仙剑	夺命三仙剑	华山派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
独孤九剑	独孤九剑	华山派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
荡日剑	荡日剑	魔教	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
击月剑	击月剑	魔教	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
日月无影剑	日月无影剑	魔教	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
飞花剑	飞花剑	巫山派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
红药剑	红药剑	巫山派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
一规秋月剑	一规秋月剑	巫山派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
落雁剑	落雁剑	洞庭帮	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
狂风剑	狂风剑	英雄门	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
迅雷剑	迅雷剑	英雄门	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
大风云飞剑	大风云飞剑	英雄门	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
三才剑	三才剑	神农帮、新门派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
三里剑	三里剑	太乙教	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
未央剑	未央剑	太乙教	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
太乙三清剑	太乙三清剑	太乙教	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
无相剑	无相剑	宝相寺	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
两仪剑	两仪剑	新门派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
雨散星离剑	雨散星离剑	新门派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
墨子剑	墨子剑	新门派	剑	对手	3	1D6	点	32	3	6	刀法D1	无D0	身法D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
太祖棍	太祖棍	基本	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
八仙棍	八仙棍	丐帮、华山派、洞庭帮、英雄门、神农帮、太乙教、新门派	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
大力金刚杖	大力金刚杖	丐帮	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
疯魔杖	疯魔杖	丐帮	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
打狗棒	打狗棒	丐帮	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
罗汉棍	罗汉棍	少林寺、宝相寺	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
韦陀棍	韦陀棍	少林寺	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
金刚伏魔杖	金刚伏魔杖	少林寺	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
玉衡棍	玉衡棍	武当派	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
峨嵋金顶棍	峨嵋金顶棍	峨嵋派	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
魔舞棍	魔舞棍	魔教	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
四象棍	四象棍	巫山派	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
三十六路棍	三十六路棍	巫山派	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
巫山绝命棍	巫山绝命棍	巫山派	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
泼水杖	泼水杖	洞庭帮	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
云鸿六奇棍	云鸿六奇棍	洞庭帮	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
揆天大阖棍	揆天大阖棍	洞庭帮	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
三千破石棍	三千破石棍	英雄门	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
神龙云泥棒	神龙云泥棒	神农帮	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
击石棍	击石棍	太乙教	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
玉碎无影棍	玉碎无影棍	太乙教	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
降龙伏虎棍	降龙伏虎棍	宝相寺	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
巨象开山棍	巨象开山棍	宝相寺	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
莫愁棍	莫愁棍	新门派	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
无上大力棍	无上大力棍	新门派	棍	对手	3	1D4	点	32	3	6	棍法D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
杨家枪	杨家枪	基本	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
岳家枪	岳家枪	丐帮、少林寺、武当、华山派、太乙教、宝相寺、新门派	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
法矩如来枪	法矩如来枪	少林寺	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
元机枪	元机枪	武当派	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
红玉枪	红玉枪	峨嵋派	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
呼延枪	呼延枪	魔教、巫山派、洞庭帮、神农帮、英雄门	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
日月一击枪	日月一击枪	魔教	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
玄阴夺命枪	玄阴夺命枪	魔教	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
穿石枪	穿石枪	巫山派	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
影月十一枪	影月十一枪	洞庭帮	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
霸王疾风枪	霸王疾风枪	洞庭帮	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
决云枪	决云枪	英雄门	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
龙飞枪	龙飞枪	英雄门	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
乾坤一击枪	乾坤一击枪	英雄门	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
奔狼枪	奔狼枪	神农帮	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
猛虎裂石枪	猛虎裂石枪	神农帮	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
九曲一合枪	九曲一合枪	太乙教	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
太乙连环枪	太乙连环枪	太乙教	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
无相枪	无相枪	宝相寺	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
拂尘枪	拂尘枪	宝相寺	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
天衢枪	天衢枪	新门派	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
穿云射日枪	穿云射日枪	新门派	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
子龙枪	子龙枪	新门派	枪	对手	3	1D8	点	32	3	6	枪法D1	无D0	五感D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
小聚元功	小聚元功	基本	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
小渡元功	小渡元功	基本	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
大聚元功	大聚元功	基本	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
大渡元功	大渡元功	基本	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
无极聚元功	无极聚元功	基本	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
无极渡元功	无极渡元功	基本	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
小星罗功	小星罗功	丐帮、武当、峨嵋派、魔教、洞庭帮、神农帮、太乙教、新门派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
龙虎朝阳功	龙虎朝阳功	丐帮	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
小混天功	小混天功	丐帮	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
大混天功	大混天功	丐帮	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
回元混天功	回元混天功	丐帮	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
极上混天功	极上混天功	丐帮	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
小普陀功	小普陀功	少林寺、宝相寺	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
大普陀功	大普陀功	少林寺、宝相寺	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
小乘如来功	小乘如来功	少林寺、宝相寺	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
大乘如来功	大乘如来功	少林寺、宝相寺	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
金刚不坏功	金刚不坏功	少林寺	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
莲华功	莲华功	少林寺	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
七宝神照功	七宝神照功	少林寺	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
浮屠三乘功	浮屠三乘功	少林寺	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
鍊松三鼎功	鍊松三鼎功	武当派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
鹤心化毒功	鹤心化毒功	武当派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
元田功	元田功	武当派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
汞火九重功	汞火九重功	武当派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
纯阳无极功	纯阳无极功	武当派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
大星罗功	大星罗功	峨嵋派、神农帮、新门派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
素女周天功	素女周天功	峨嵋派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
金雁功	金雁功	峨嵋派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
榆光回神术	榆光回神术	峨嵋派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
紫玉功	紫玉功	峨嵋派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
峨嵋金顶功	峨嵋金顶功	峨嵋派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
尧白功	尧白功	华山派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
紫霞护体功	紫霞护体功	华山派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
天行功	天行功	华山派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
君子功	君子功	华山派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
明血六行功	明血六行功	魔教	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
日月神护功	日月神护功	魔教	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
八方神聚功	八方神聚功	魔教	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
五龙功	五龙功	巫山派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
七曜五龙功	七曜五龙功	巫山派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
金蚕功	金蚕功	巫山派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
贞明功	贞明功	巫山派	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
五转化玉功	五转化玉功	洞庭帮	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
六气化玉功	六气化玉功	洞庭帮	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
金井玉露功	金井玉露功	洞庭帮	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
蝎尾驱毒术	蝎尾驱毒术	英雄门	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
九驼功	九驼功	英雄门	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
雷光一合功	雷光一合功	英雄门	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
雷光六行功	雷光六行功	英雄门	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
百草化毒术	百草化毒术	神农帮	内	对手	3	1D6	点	32	3	6	内功D1	无D0	根骨D1	无	Attack1	Attack1.ogg	无	无	2	2	0	1000	0.5	瘀伤	1	YELLOW						
